Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,405.64,4,0.0,12.1692
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,146.352,3,0.2,-9.147
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,251.91,9,0.0,47.8629
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,12.39,3,0.0,3.717
Second Class,Home Office,Brentwood,California,West,Technology,Accessories,59.97,3,0.0,13.7931
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,58.2,3,0.0,28.518
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,37.44,6,0.0,16.848
Standard Class,Corporate,Rancho Cucamonga,California,West,Office Supplies,Labels,5.76,2,0.0,2.6496
Same Day,Consumer,Redlands,California,West,Office Supplies,Paper,19.98,1,0.0,9.3906
Same Day,Consumer,Redlands,California,West,Office Supplies,Art,5.04,3,0.0,1.26
Same Day,Consumer,Redlands,California,West,Office Supplies,Fasteners,17.45,5,0.0,8.027
Same Day,Consumer,Redlands,California,West,Furniture,Chairs,323.136,4,0.2,20.196
Same Day,Consumer,Redlands,California,West,Office Supplies,Supplies,29.7,3,0.0,8.019
Same Day,Consumer,Redlands,California,West,Office Supplies,Storage,46.84,2,0.0,12.6468
Same Day,Consumer,Redlands,California,West,Furniture,Bookcases,425.833,1,0.15,20.0392
First Class,Corporate,Sunnyvale,California,West,Furniture,Chairs,215.976,3,0.2,-2.6997
Standard Class,Consumer,Concord,California,West,Furniture,Furnishings,43.31,1,0.0,4.331
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,21.48,6,0.0,10.74
Standard Class,Home Office,Oakland,California,West,Office Supplies,Art,34.58,1,0.0,10.0282
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,19.752,3,0.2,6.9132
Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,54.896,2,0.2,18.5274
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,60.81,3,0.0,17.0268
First Class,Consumer,San Jose,California,West,Office Supplies,Binders,1.44,1,0.2,0.504
First Class,Consumer,San Jose,California,West,Furniture,Chairs,108.608,4,0.2,9.5032
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,9.984,4,0.2,3.6192
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,14.98,1,0.0,4.1944
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,52.98,2,0.0,14.8344
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,38.136,7,0.2,13.3476
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Storage,56.56,2,0.0,15.2712
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Art,5.56,2,0.0,1.4456
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Fasteners,9.02,2,0.0,3.5178
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Appliances,8.62,1,0.0,2.2412
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,13.36,2,0.0,6.4128
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,41.72,5,0.2,13.0375
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,11.52,5,0.2,4.176
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.26,3,0.0,14.2758
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.56,2,0.0,15.246
First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,18.54,2,0.0,8.7138
Second Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,5.0,1,0.0,2.4
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,143.432,1,0.2,3.5858
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,122.352,3,0.2,13.7646
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,16.4,5,0.0,4.756
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,41.96,2,0.0,2.9372
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,41.7,5,0.0,20.85
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,9.024,6,0.2,3.1584
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,69.456,2,0.2,22.5732
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Paper,10.86,2,0.0,5.3214
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Appliances,79.47,3,0.0,22.2516
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Art,10.08,6,0.0,5.04
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,137.24,5,0.2,46.3185
First Class,Corporate,San Francisco,California,West,Technology,Accessories,36.51,1,0.0,15.6993
Second Class,Consumer,Sacramento,California,West,Furniture,Chairs,120.712,1,0.2,-18.1068
Standard Class,Home Office,Thousand Oaks,California,West,Office Supplies,Paper,32.75,5,0.0,15.065
First Class,Consumer,Fresno,California,West,Office Supplies,Appliances,176.04,4,0.0,45.7704
First Class,Consumer,Fresno,California,West,Office Supplies,Art,16.02,9,0.0,4.4856
First Class,Consumer,Fresno,California,West,Technology,Phones,211.168,4,0.2,15.8376
First Class,Consumer,San Diego,California,West,Office Supplies,Fasteners,7.86,2,0.0,3.6156
First Class,Consumer,San Diego,California,West,Office Supplies,Binders,24.448,2,0.2,8.8624
Second Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.76,2,0.0,2.8224
Second Class,Consumer,San Francisco,California,West,Office Supplies,Art,16.68,6,0.0,4.3368
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,24.2,5,0.0,7.986
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,7.52,5,0.2,2.632
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,11.96,2,0.0,5.8604
Standard Class,Corporate,Coachella,California,West,Office Supplies,Storage,63.56,2,0.0,3.178
Standard Class,Corporate,Coachella,California,West,Technology,Accessories,99.99,1,0.0,43.9956
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Labels,58.48,8,0.0,27.4856
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,17.48,2,0.0,8.2156
Standard Class,Home Office,San Jose,California,West,Office Supplies,Binders,29.12,5,0.2,9.828
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,82.95,5,0.0,29.0325
First Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,87.71,7,0.0,41.2237
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,90.24,6,0.0,41.5104
Standard Class,Home Office,San Diego,California,West,Office Supplies,Storage,64.17,3,0.0,18.6093
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,9.584,1,0.2,3.3544
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,7.38,2,0.0,3.4686
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,53.72,4,0.0,15.0416
Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,77.92,8,0.0,34.2848
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,196.776,3,0.2,14.7582
First Class,Corporate,La Quinta,California,West,Technology,Accessories,46.32,4,0.0,18.0648
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,205.92,4,0.0,2.0592
Standard Class,Consumer,San Jose,California,West,Furniture,Bookcases,102.833,1,0.15,-6.049
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,5.98,1,0.0,1.0166
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,246.168,3,0.2,21.5397
Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,16.99,1,0.0,4.9271
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,41.568,2,0.2,2.598
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,230.28,3,0.2,23.028
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,18.288,6,0.2,5.715
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.78,2,0.0,2.7166
Standard Class,Corporate,Hesperia,California,West,Furniture,Bookcases,424.9575,5,0.15,19.998
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042
Standard Class,Home Office,Los Angeles,California,West,Furniture,Chairs,40.784,1,0.2,4.5882
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,105.96,4,0.0,29.6688
First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,15.7,5,0.0,7.065
Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Storage,124.36,2,0.0,33.5772
Standard Class,Consumer,Vallejo,California,West,Office Supplies,Labels,14.45,5,0.0,6.7915
Standard Class,Consumer,Vallejo,California,West,Office Supplies,Binders,95.648,2,0.2,31.0856
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,35.34,2,0.0,13.4292
Second Class,Corporate,San Francisco,California,West,Technology,Phones,125.976,3,0.2,47.241
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,225.296,2,0.2,22.5296
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,5.56,2,0.0,2.224
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,11.96,2,0.0,5.8604
First Class,Home Office,San Francisco,California,West,Technology,Accessories,0.99,1,0.0,0.4356
First Class,Home Office,San Francisco,California,West,Office Supplies,Binders,101.84,5,0.2,36.917
Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,154.44,3,0.0,1.5444
Second Class,Consumer,Bakersfield,California,West,Furniture,Bookcases,195.466,2,0.15,-13.7976
First Class,Home Office,Los Angeles,California,West,Office Supplies,Fasteners,7.9,2,0.0,2.528
Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,438.368,4,0.2,38.3572
Standard Class,Corporate,Redondo Beach,California,West,Office Supplies,Binders,18.088,7,0.2,6.5569
Standard Class,Corporate,Redondo Beach,California,West,Furniture,Bookcases,308.499,3,0.15,-18.147
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,12.84,3,0.0,5.778
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,25.68,6,0.0,11.556
First Class,Consumer,Encinitas,California,West,Office Supplies,Binders,6.72,5,0.2,2.352
First Class,Consumer,Encinitas,California,West,Furniture,Tables,298.776,3,0.2,7.4694
Standard Class,Consumer,Anaheim,California,West,Technology,Phones,302.376,3,0.2,22.6782
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,10.89,1,0.0,2.8314
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,121.6,5,0.2,39.52
Same Day,Consumer,San Francisco,California,West,Office Supplies,Storage,31.44,3,0.0,8.4888
Same Day,Consumer,San Francisco,California,West,Office Supplies,Appliances,83.79,7,0.0,22.6233
Same Day,Consumer,San Francisco,California,West,Office Supplies,Art,59.52,3,0.0,15.4752
Same Day,Consumer,San Francisco,California,West,Office Supplies,Supplies,31.92,4,0.0,9.2568
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,4.26,1,0.0,1.7466
Second Class,Consumer,San Diego,California,West,Furniture,Chairs,153.568,2,0.2,-5.7588
Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,6.96,4,0.0,2.2272
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,17.456,2,0.2,5.8914
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,6.63,3,0.0,1.7901
First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0.0,15.552
Same Day,Consumer,San Francisco,California,West,Office Supplies,Storage,129.3,2,0.0,6.465
Same Day,Consumer,San Francisco,California,West,Office Supplies,Binders,6.608,2,0.2,2.2302
Same Day,Consumer,San Francisco,California,West,Office Supplies,Binders,7.28,2,0.2,2.73
Same Day,Consumer,San Francisco,California,West,Furniture,Chairs,144.784,1,0.2,10.8588
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,18.7,1,0.0,7.106
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,38.29,7,0.0,16.4647
Standard Class,Home Office,San Diego,California,West,Furniture,Furnishings,26.25,3,0.0,11.025
Standard Class,Home Office,San Diego,California,West,Office Supplies,Envelopes,43.7,5,0.0,20.539
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,45.92,4,0.0,21.5824
Second Class,Corporate,Oceanside,California,West,Furniture,Chairs,81.568,2,0.2,9.1764
Second Class,Corporate,Oceanside,California,West,Furniture,Chairs,97.184,2,0.2,6.074
Second Class,Corporate,Oceanside,California,West,Office Supplies,Binders,24.32,5,0.2,8.208
Second Class,Corporate,Oceanside,California,West,Furniture,Furnishings,18.96,2,0.0,7.584
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,12.99,1,0.0,0.7794
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,18.56,4,0.2,6.496
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,449.15,5,0.0,8.983
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,31.248,7,0.2,10.9368
Second Class,Consumer,Stockton,California,West,Office Supplies,Binders,55.36,4,0.2,18.684
Standard Class,Consumer,Rancho Cucamonga,California,West,Office Supplies,Binders,34.272,3,0.2,11.1384
Standard Class,Corporate,Pasadena,California,West,Furniture,Tables,171.288,3,0.2,-6.4233
Same Day,Home Office,Long Beach,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Same Day,Home Office,Long Beach,California,West,Office Supplies,Envelopes,22.18,2,0.0,10.8682
Second Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,8.96,2,0.0,4.3008
Second Class,Corporate,San Francisco,California,West,Furniture,Furnishings,30.56,2,0.0,10.3904
Second Class,Corporate,San Francisco,California,West,Furniture,Tables,24.368,2,0.2,-3.3506
First Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,114.46,2,0.0,28.615
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,120.666,2,0.15,18.4548
Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,31.84,8,0.0,10.5072
First Class,Home Office,Apple Valley,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Home Office,Apple Valley,California,West,Technology,Phones,43.176,3,0.2,15.1116
First Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.46,2,0.0,14.6718
First Class,Home Office,Los Angeles,California,West,Furniture,Chairs,241.568,2,0.2,18.1176
First Class,Home Office,Los Angeles,California,West,Technology,Accessories,395.0,5,0.0,39.5
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,32.4,5,0.0,10.368
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,15.56,2,0.0,7.3132
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,78.35,5,0.0,36.8245
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,59.52,3,0.0,15.4752
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,38.52,9,0.0,17.334
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,239.984,2,0.2,23.9984
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,19.35,3,0.0,9.4815
Second Class,Corporate,Woodland,California,West,Office Supplies,Labels,3.75,1,0.0,1.8
Second Class,Corporate,Woodland,California,West,Office Supplies,Binders,20.928,4,0.2,7.5864
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,10.99,1,0.0,4.2861
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,39.88,2,0.0,11.1664
Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,62.24,8,0.0,28.008
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,53.2,5,0.0,14.896
Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,39.84,8,0.0,18.3264
First Class,Consumer,San Mateo,California,West,Office Supplies,Labels,75.18,6,0.0,35.3346
First Class,Consumer,Riverside,California,West,Office Supplies,Binders,3.984,1,0.2,1.3944
First Class,Corporate,San Francisco,California,West,Technology,Accessories,99.98,2,0.0,7.9984
Second Class,Corporate,Visalia,California,West,Technology,Accessories,7.92,8,0.0,3.4848
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,203.92,5,0.2,22.941
First Class,Consumer,Temecula,California,West,Technology,Phones,494.376,3,0.2,49.4376
First Class,Consumer,Temecula,California,West,Office Supplies,Binders,29.2,5,0.2,9.855
