Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,7.04,4,0.0,2.0416
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,326.646,3,0.1,39.9234
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,39.5868
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,296.712,13,0.2,100.1403
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,437.85,3,0.0,131.355
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,673.568,2,0.2,252.588
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.328,2,0.2,1.2064
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,135.99,1,0.0,36.7173
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,7.38,1,0.0,2.1402
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,129.3,2,0.0,6.465
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,11.568,3,0.2,3.7596
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,12.56,2,0.0,4.0192
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,90.48,3,0.2,33.93
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.08,2,0.0,6.0168
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,214.7,5,0.0,83.733
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,1085.42,7,0.0,282.2092
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,13.11,3,0.0,3.4086
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,6.36,2,0.0,0.0636
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,573.174,7,0.1,63.686
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,9.96,2,0.0,4.6812
Standard Class,Consumer,United States,Utica,New York,13501,East,Technology,Accessories,79.99,1,0.0,28.7964
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,39.98,1,0.0,17.991
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,49.848,3,0.2,16.8237
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,23.99,1,0.0,11.995
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,1087.936,8,0.2,353.5792
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,199.98,2,0.0,53.9946
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,83.92,4,0.0,20.1408
First Class,Consumer,United States,Niagara Falls,New York,14304,East,Technology,Phones,164.85,3,0.0,47.8065
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,60.35,5,0.0,19.9155
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,35.52,4,0.0,9.9456
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,11.2,7,0.0,4.816
Standard Class,Home Office,United States,New Rochelle,New York,10801,East,Office Supplies,Paper,46.35,5,0.0,21.7845
Standard Class,Home Office,United States,New Rochelle,New York,10801,East,Office Supplies,Paper,223.92,4,0.0,109.7208
Standard Class,Home Office,United States,New Rochelle,New York,10801,East,Office Supplies,Supplies,7.3,2,0.0,2.19
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Labels,31.5,10,0.0,15.12
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,55.6,4,0.0,16.124
